_id,iso_code,continent,location,date,new_deaths,total_cases_per_million,median_age,aged_65_older,gdp_per_capita,handwashing_facilities,new_tests_smoothed,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,extreme_poverty,female_smokers,male_smokers,hosp_patients_per_million,excess_mortality_cumulative_absolute,weekly_icu_admissions_per_million
64d29d73c7e1b733c9309436,AFG,Asia,Afghanistan,04/01/2020,0,4.036,18.6,2.581,1803.987,37.746,,,,,,,,,,,
64d29d73c7e1b733c9309437,AFG,Asia,Afghanistan,07/01/2020,2,762.459,18.6,2.581,1803.987,37.746,,,,,,,,,,,
64d29d73c7e1b733c9309438,AFG,Asia,Afghanistan,10/01/2020,0,954.757,18.6,2.581,1803.987,37.746,,,,,,,,,,,
64d29d73c7e1b733c9309439,AFG,Asia,Afghanistan,01/01/2021,12,1276.795,18.6,2.581,1803.987,37.746,,,,,,,,,,,
64d29d73c7e1b733c930943a,AFG,Asia,Afghanistan,04/01/2021,5,1374.148,18.6,2.581,1803.987,37.746,,,,,,,,,,,
64d29d73c7e1b733c930943b,AFG,Asia,Afghanistan,07/01/2021,91,2922.917,18.6,2.581,1803.987,37.746,,,,,,,,,,,
64d29d73c7e1b733c930943c,AFG,Asia,Afghanistan,10/01/2021,2,3770.329,18.6,2.581,1803.987,37.746,,,,,,,,,,,
64d29d73c7e1b733c930943d,AFG,Asia,Afghanistan,01/01/2022,0,3843.027,18.6,2.581,1803.987,37.746,,,,,,,,,,,
64d29d73c7e1b733c930943e,AFG,Asia,Afghanistan,04/01/2022,5,4321.719,18.6,2.581,1803.987,37.746,1066,,,,,,,,,,
64d29d73c7e1b733c930943f,AFG,Asia,Afghanistan,07/01/2022,1,4437.964,18.6,2.581,1803.987,37.746,,,,,,,,,,,
64d29d73c7e1b733c9309440,AFG,Asia,Afghanistan,10/01/2022,0,4843.373,18.6,2.581,1803.987,37.746,,,,,,,,,,,
64d29d73c7e1b733c9309441,AFG,Asia,Afghanistan,01/01/2023,0,5047.051,18.6,2.581,1803.987,37.746,,,,,,,,,,,
64d29d73c7e1b733c9309442,AFG,Asia,Afghanistan,04/01/2023,1,5120.065,18.6,2.581,1803.987,37.746,,,,,,,,,,,
64d29d73c7e1b733c9309443,AFG,Asia,Afghanistan,07/01/2023,0,5428.803,18.6,2.581,1803.987,37.746,,,,,,,,,,,
64d29d73c7e1b733c9309444,OWID_AFR,,Africa,04/01/2020,83,4.356,,,,,,,,,,,,,,,
64d29d73c7e1b733c9309445,OWID_AFR,,Africa,07/01/2020,337,289.169,,,,,,,,,,,,,,,
64d29d73c7e1b733c9309446,OWID_AFR,,Africa,10/01/2020,310,1045.166,,,,,,,,,,,,,,,
64d29d73c7e1b733c9309447,OWID_AFR,,Africa,01/01/2021,693,1946.85,,,,,,,,,,,,,,,
64d29d73c7e1b733c9309448,OWID_AFR,,Africa,04/01/2021,330,2990.958,,,,,,11729825,7901390,4097537,,,,,,,
64d29d73c7e1b733c9309449,OWID_AFR,,Africa,07/01/2021,750,3902.044,,,,,,49084712,33270436,15762643,,,,,,,
64d29d73c7e1b733c930944a,OWID_AFR,,Africa,10/01/2021,333,5892.681,,,,,,150216634,93894642,60460828,,,,,,,
64d29d73c7e1b733c930944b,OWID_AFR,,Africa,01/01/2022,265,6942.378,,,,,,304142817,193994506,125170954,909609,,,,,,
64d29d73c7e1b733c930944c,OWID_AFR,,Africa,04/01/2022,23,8365.813,,,,,,443277653,279961399,208095707,18869050,,,,,,
64d29d73c7e1b733c930944d,OWID_AFR,,Africa,07/01/2022,20,8778.037,,,,,,545533222,327556313,255308274,29977399,,,,,,
64d29d73c7e1b733c930944e,OWID_AFR,,Africa,10/01/2022,1,9024.336,,,,,,638914612,404927511,322335439,51130552,,,,,,
64d29d73c7e1b733c930944f,OWID_AFR,,Africa,01/01/2023,6,9112.672,,,,,,734933334,478686478,392923273,63048828,,,,,,
64d29d73c7e1b733c9309450,OWID_AFR,,Africa,04/01/2023,3,9163.048,,,,,,790476066,514880327,426525494,82747231,,,,,,
64d29d73c7e1b733c9309451,OWID_AFR,,Africa,07/01/2023,0,9183.252,,,,,,833311909,540449082,447460635,91382403,,,,,,
64d29d73c7e1b733c9309452,ALB,Europe,Albania,04/01/2020,1,78.457,38,13.188,11803.431,,112,,,,,1.1,7.1,51.2,,,
64d29d73c7e1b733c9309453,ALB,Europe,Albania,07/01/2020,3,867.602,38,13.188,11803.431,,355,,,,,1.1,7.1,51.2,,,
64d29d73c7e1b733c9309454,ALB,Europe,Albania,10/01/2020,4,4755.977,38,13.188,11803.431,,850,,,,,1.1,7.1,51.2,,,
64d29d73c7e1b733c9309455,ALB,Europe,Albania,01/01/2021,4,20309.832,38,13.188,11803.431,,2162,,,,,1.1,7.1,51.2,,,
64d29d73c7e1b733c9309456,ALB,Europe,Albania,04/01/2021,11,43880.734,38,13.188,11803.431,,2798,155463,,,,1.1,7.1,51.2,,,
64d29d73c7e1b733c9309457,ALB,Europe,Albania,07/01/2021,0,46621.807,38,13.188,11803.431,,2823,974486,567084,407402,,1.1,7.1,51.2,,,
64d29d73c7e1b733c9309458,ALB,Europe,Albania,10/01/2021,17,59621.056,38,13.188,11803.431,,3782,1749106,948553,800553,,1.1,7.1,51.2,,,
64d29d73c7e1b733c9309459,ALB,Europe,Albania,01/01/2022,3,73713.075,38,13.188,11803.431,,3812,,,,,1.1,7.1,51.2,,,
64d29d73c7e1b733c930945a,ALB,Europe,Albania,04/01/2022,0,96262.276,38,13.188,11803.431,,275,,,,,1.1,7.1,51.2,,,
64d29d73c7e1b733c930945b,ALB,Europe,Albania,07/01/2022,1,98411.578,38,13.188,11803.431,,,,,,,1.1,7.1,51.2,,,
64d29d73c7e1b733c930945c,ALB,Europe,Albania,10/01/2022,0,116463.745,38,13.188,11803.431,,,,,,,1.1,7.1,51.2,,,
64d29d73c7e1b733c930945d,ALB,Europe,Albania,01/01/2023,0,117085.421,38,13.188,11803.431,,,,,,,1.1,7.1,51.2,,,
64d29d73c7e1b733c930945e,ALB,Europe,Albania,04/01/2023,0,117462.578,38,13.188,11803.431,,,,,,,1.1,7.1,51.2,,,
64d29d73c7e1b733c930945f,ALB,Europe,Albania,07/01/2023,0,117541.387,38,13.188,11803.431,,,,,,,1.1,7.1,51.2,,,
64d29d73c7e1b733c9309460,DZA,Africa,Algeria,04/01/2020,9,15.945,29.1,6.211,13913.839,83.741,,,,,,0.5,0.7,30.4,,,
64d29d73c7e1b733c9309461,DZA,Africa,Algeria,07/01/2020,7,309.71,29.1,6.211,13913.839,83.741,,,,,,0.5,0.7,30.4,,,
64d29d73c7e1b733c9309462,DZA,Africa,Algeria,10/01/2020,10,1147.579,29.1,6.211,13913.839,83.741,,,,,,0.5,0.7,30.4,,,
64d29d73c7e1b733c9309463,DZA,Africa,Algeria,01/01/2021,5,2218.326,29.1,6.211,13913.839,83.741,,,,,,0.5,0.7,30.4,,,
64d29d73c7e1b733c9309464,DZA,Africa,Algeria,04/01/2021,4,2609.879,29.1,6.211,13913.839,83.741,,,,,,0.5,0.7,30.4,,,
64d29d73c7e1b733c9309465,DZA,Africa,Algeria,07/01/2021,8,3109.487,29.1,6.211,13913.839,83.741,,,,,,0.5,0.7,30.4,,,
64d29d73c7e1b733c9309466,DZA,Africa,Algeria,10/01/2021,7,4528.828,29.1,6.211,13913.839,83.741,,,,,,0.5,0.7,30.4,,,
64d29d73c7e1b733c9309467,DZA,Africa,Algeria,01/01/2022,5,4864.506,29.1,6.211,13913.839,83.741,,,,,,0.5,0.7,30.4,,,
64d29d73c7e1b733c9309468,DZA,Africa,Algeria,04/01/2022,0,5916.523,29.1,6.211,13913.839,83.741,,,,,,0.5,0.7,30.4,,,
64d29d73c7e1b733c9309469,DZA,Africa,Algeria,07/01/2022,0,5925.788,29.1,6.211,13913.839,83.741,,,,,,0.5,0.7,30.4,,,
64d29d73c7e1b733c930946a,DZA,Africa,Algeria,10/01/2022,0,6028.052,29.1,6.211,13913.839,83.741,,,,,,0.5,0.7,30.4,,,
64d29d73c7e1b733c930946b,DZA,Africa,Algeria,01/01/2023,0,6040.033,29.1,6.211,13913.839,83.741,,,,,,0.5,0.7,30.4,,,
64d29d73c7e1b733c930946c,DZA,Africa,Algeria,04/01/2023,0,6048.207,29.1,6.211,13913.839,83.741,,,,,,0.5,0.7,30.4,,,
64d29d73c7e1b733c930946d,DZA,Africa,Algeria,07/01/2023,0,6054.175,29.1,6.211,13913.839,83.741,,,,,,0.5,0.7,30.4,,,
64d29d73c7e1b733c930946e,ASM,Oceania,American Samoa,04/01/2020,0,,,,,,,,,,,,,,,,
64d29d73c7e1b733c930946f,ASM,Oceania,American Samoa,07/01/2020,0,,,,,,,,,,,,,,,,
64d29d73c7e1b733c9309470,ASM,Oceania,American Samoa,10/01/2020,0,,,,,,,,,,,,,,,,
64d29d73c7e1b733c9309471,ASM,Oceania,American Samoa,01/01/2021,0,,,,,,,,,,,,,,,,
64d29d73c7e1b733c9309472,ASM,Oceania,American Samoa,04/01/2021,0,,,,,,,,,,,,,,,,
64d29d73c7e1b733c9309473,ASM,Oceania,American Samoa,07/01/2021,0,,,,,,,,,,,,,,,,
64d29d73c7e1b733c9309474,ASM,Oceania,American Samoa,10/01/2021,0,22.576,,,,,,,,,,,,,,,
64d29d73c7e1b733c9309475,ASM,Oceania,American Samoa,01/01/2022,0,248.335,,,,,,,,,,,,,,,
64d29d73c7e1b733c9309476,ASM,Oceania,American Samoa,04/01/2022,0,86172.254,,,,,,,,,,,,,,,
64d29d73c7e1b733c9309477,ASM,Oceania,American Samoa,07/01/2022,0,146856.304,,,,,,,,,,,,,,,
64d29d73c7e1b733c9309478,ASM,Oceania,American Samoa,10/01/2022,0,186251.27,,,,,,,,,,,,,,,
64d29d73c7e1b733c9309479,ASM,Oceania,American Samoa,01/01/2023,0,187041.427,,,,,,,,,,,,,,,
64d29d73c7e1b733c930947a,ASM,Oceania,American Samoa,04/01/2023,0,187967.039,,,,,,,,,,,,,,,
64d29d73c7e1b733c930947b,ASM,Oceania,American Samoa,07/01/2023,0,188102.495,,,,,,,,,,,,,,,
64d29d73c7e1b733c930947c,AND,Europe,Andorra,04/01/2020,1,4959.733,,,,,,,,,,,29,37.8,,,
64d29d73c7e1b733c930947d,AND,Europe,Andorra,07/01/2020,0,10708.515,,,,,,,,,,,29,37.8,,,
64d29d73c7e1b733c930947e,AND,Europe,Andorra,10/01/2020,0,25675.388,,,,,660,,,,,,29,37.8,,,
64d29d73c7e1b733c930947f,AND,Europe,Andorra,01/01/2021,0,100810.34,,,,,509,,,,,,29,37.8,,,
64d29d73c7e1b733c9309480,AND,Europe,Andorra,04/01/2021,0,150420.2,,,,,491,,,,,,29,37.8,,,
64d29d73c7e1b733c9309481,AND,Europe,Andorra,07/01/2021,0,174229.425,,,,,165,,,,,,29,37.8,,,
64d29d73c7e1b733c9309482,AND,Europe,Andorra,10/01/2021,0,190649.149,,,,,199,,,,,,29,37.8,,,
64d29d73c7e1b733c9309483,AND,Europe,Andorra,01/01/2022,0,297333.517,,,,,1145,,,,,,29,37.8,,,
64d29d73c7e1b733c9309484,AND,Europe,Andorra,04/01/2022,0,501283.769,,,,,,,,,,,29,37.8,,,
64d29d73c7e1b733c9309485,AND,Europe,Andorra,07/01/2022,0,553298.348,,,,,,,,,,,29,37.8,,,
64d29d73c7e1b733c9309486,AND,Europe,Andorra,10/01/2022,0,578973.736,,,,,,,,,,,29,37.8,,,
64d29d73c7e1b733c9309487,AND,Europe,Andorra,01/01/2023,0,598061.195,,,,,,,,,,,29,37.8,,,
64d29d73c7e1b733c9309488,AND,Europe,Andorra,04/01/2023,0,600303.095,,,,,,,,,,,29,37.8,,,
64d29d73c7e1b733c9309489,AND,Europe,Andorra,07/01/2023,0,601367.684,,,,,,,,,,,29,37.8,,,
64d29d73c7e1b733c930948a,AGO,Africa,Angola,04/01/2020,0,0.112,16.8,2.405,5819.495,26.664,,,,,,,,,,,
64d29d73c7e1b733c930948b,AGO,Africa,Angola,07/01/2020,2,7.98,16.8,2.405,5819.495,26.664,,,,,,,,,,,
64d29d73c7e1b733c930948c,AGO,Africa,Angola,10/01/2020,4,139.706,16.8,2.405,5819.495,26.664,,,,,,,,,,,
64d29d73c7e1b733c930948d,AGO,Africa,Angola,01/01/2021,0,493.214,16.8,2.405,5819.495,26.664,,,,,,,,,,,
64d29d73c7e1b733c930948e,AGO,Africa,Angola,04/01/2021,1,626.907,16.8,2.405,5819.495,26.664,,,,,,,,,,,
64d29d73c7e1b733c930948f,AGO,Africa,Angola,07/01/2021,6,1091.601,16.8,2.405,5819.495,26.664,,,,,,,,,,,
64d29d73c7e1b733c9309490,AGO,Africa,Angola,10/01/2021,11,1608.559,16.8,2.405,5819.495,26.664,,,,,,,,,,,
64d29d73c7e1b733c9309491,AGO,Africa,Angola,01/01/2022,0,2157.605,16.8,2.405,5819.495,26.664,,,,,,,,,,,
64d29d73c7e1b733c9309492,AGO,Africa,Angola,04/01/2022,0,2786.507,16.8,2.405,5819.495,26.664,1155,,11799837,6127137,333230,,,,,,
64d29d73c7e1b733c9309493,AGO,Africa,Angola,07/01/2022,0,2852.033,16.8,2.405,5819.495,26.664,,,,,,,,,,,
64d29d73c7e1b733c9309494,AGO,Africa,Angola,10/01/2022,0,2900.616,16.8,2.405,5819.495,26.664,,,,,,,,,,,
64d29d73c7e1b733c9309495,AGO,Africa,Angola,01/01/2023,0,2953.02,16.8,2.405,5819.495,26.664,,23893345,15079129,8306664,1526098,,,,,,
64d29d73c7e1b733c9309496,AGO,Africa,Angola,04/01/2023,1,2959.651,16.8,2.405,5819.495,26.664,,,,,,,,,,,
64d29d73c7e1b733c9309497,AGO,Africa,Angola,07/01/2023,0,2961.14,16.8,2.405,5819.495,26.664,,,,,,,,,,,
64d29d73c7e1b733c9309498,AIA,North America,Anguilla,04/01/2020,0,125.968,,,,,,,,,,,,,,,
64d29d73c7e1b733c9309499,AIA,North America,Anguilla,07/01/2020,0,188.953,,,,,,,,,,,,,,,
64d29d73c7e1b733c930949a,AIA,North America,Anguilla,10/01/2020,0,188.953,,,,,,,,,,,,,,,
64d29d73c7e1b733c930949b,AIA,North America,Anguilla,01/01/2021,0,818.794,,,,,,,,,,,,,,,
64d29d73c7e1b733c930949c,AIA,North America,Anguilla,04/01/2021,0,1574.605,,,,,,,,,,,,,,,
64d29d73c7e1b733c930949d,AIA,North America,Anguilla,07/01/2021,0,6865.277,,,,,,,,,,,,,,,
64d29d73c7e1b733c930949e,AIA,North America,Anguilla,10/01/2021,0,25760.534,,,,,169,18704,9548,9156,,,,,,,
64d29d73c7e1b733c930949f,AIA,North America,Anguilla,01/01/2022,0,105435.536,,,,,,,,,,,,,,,
64d29d73c7e1b733c93094a0,AIA,North America,Anguilla,04/01/2022,0,170057.316,,,,,,,,,,,,,,,
64d29d73c7e1b733c93094a1,AIA,North America,Anguilla,07/01/2022,0,217673.364,,,,,,,,,,,,,,,
64d29d73c7e1b733c93094a2,AIA,North America,Anguilla,10/01/2022,0,243433.898,,,,,,,,,,,,,,,
64d29d73c7e1b733c93094a3,AIA,North America,Anguilla,01/01/2023,0,245890.282,,,,,,,,,,,,,,,
64d29d73c7e1b733c93094a4,AIA,North America,Anguilla,04/01/2023,0,245890.282,,,,,,,,,,,,,,,
64d29d73c7e1b733c93094a5,AIA,North America,Anguilla,07/01/2023,0,245890.282,,,,,,,,,,,,,,,
64d29d73c7e1b733c93094a6,ATG,North America,Antigua and Barbuda,04/01/2020,0,74.649,32.1,6.933,21490.943,,,,,,,,,,,,
64d29d73c7e1b733c93094a7,ATG,North America,Antigua and Barbuda,07/01/2020,0,703.835,32.1,6.933,21490.943,,,,,,,,,,,,
64d29d73c7e1b733c93094a8,ATG,North America,Antigua and Barbuda,10/01/2020,0,1077.081,32.1,6.933,21490.943,,,,,,,,,,,,
64d29d73c7e1b733c93094a9,ATG,North America,Antigua and Barbuda,01/01/2021,0,1695.602,32.1,6.933,21490.943,,52,,,,,,,,,,
64d29d73c7e1b733c93094aa,ATG,North America,Antigua and Barbuda,04/01/2021,0,12114.49,32.1,6.933,21490.943,,26,,,,,,,,,,
64d29d73c7e1b733c93094ab,ATG,North America,Antigua and Barbuda,07/01/2021,0,13468.839,32.1,6.933,21490.943,,26,64455,36583,27872,,,,,,,
64d29d73c7e1b733c93094ac,ATG,North America,Antigua and Barbuda,10/01/2021,3,34455.914,32.1,6.933,21490.943,,,,,,,,,,,,
64d29d73c7e1b733c93094ad,ATG,North America,Antigua and Barbuda,01/01/2022,0,46517.084,32.1,6.933,21490.943,,,,,,,,,,,,
64d29d73c7e1b733c93094ae,ATG,North America,Antigua and Barbuda,04/01/2022,0,79885.254,32.1,6.933,21490.943,,,,,,,,,,,,
64d29d73c7e1b733c93094af,ATG,North America,Antigua and Barbuda,07/01/2022,0,92149.042,32.1,6.933,21490.943,,,,,,,,,,,,
64d29d73c7e1b733c93094b0,ATG,North America,Antigua and Barbuda,10/01/2022,0,97022.565,32.1,6.933,21490.943,,,,,,,,,,,,
64d29d73c7e1b733c93094b1,ATG,North America,Antigua and Barbuda,01/01/2023,0,97107.879,32.1,6.933,21490.943,,,,,,,,,,,,
64d29d73c7e1b733c93094b2,ATG,North America,Antigua and Barbuda,04/01/2023,0,97107.879,32.1,6.933,21490.943,,,,,,,,,,,,
64d29d73c7e1b733c93094b3,ATG,North America,Antigua and Barbuda,07/01/2023,0,97107.879,32.1,6.933,21490.943,,,,,,,,,,,,
64d29d73c7e1b733c93094b4,ARG,South America,Argentina,01/01/2020,,,31.9,11.198,18933.907,,,,,,,0.6,16.2,27.7,,,
64d29d73c7e1b733c93094b5,ARG,South America,Argentina,04/01/2020,10,35.816,31.9,11.198,18933.907,,663,,,,,0.6,16.2,27.7,,,
64d29d73c7e1b733c93094b6,ARG,South America,Argentina,07/01/2020,123,1810.183,31.9,11.198,18933.907,,10468,,,,,0.6,16.2,27.7,,,
64d29d73c7e1b733c93094b7,ARG,South America,Argentina,10/01/2020,383,17950.235,31.9,11.198,18933.907,,28681,,,,,0.6,16.2,27.7,,,
64d29d73c7e1b733c93094b8,ARG,South America,Argentina,01/01/2021,66,36865.064,31.9,11.198,18933.907,,34511,43529,43521,7,1,0.6,16.2,27.7,,,
64d29d73c7e1b733c93094b9,ARG,South America,Argentina,04/01/2021,234,54086.211,31.9,11.198,18933.907,,58757,4395952,3684274,711575,102,0.6,16.2,27.7,,,
64d29d73c7e1b733c93094ba,ARG,South America,Argentina,07/01/2021,340,100831.319,31.9,11.198,18933.907,,79822,22294275,17860035,4433813,428,0.6,16.2,27.7,,,
64d29d73c7e1b733c93094bb,ARG,South America,Argentina,10/01/2021,12,117043.948,31.9,11.198,18933.907,,46749,53412756,30201314,20889620,2554,0.6,16.2,27.7,,,
64d29d73c7e1b733c93094bc,ARG,South America,Argentina,01/01/2022,37,127434.755,31.9,11.198,18933.907,,127848,78305667,38824009,30779145,6185163,0.6,16.2,27.7,,,
64d29d73c7e1b733c93094bd,ARG,South America,Argentina,04/01/2022,5,198413.397,31.9,11.198,18933.907,,21993,97427654,41040681,34219985,19527808,0.6,16.2,27.7,,,
64d29d73c7e1b733c93094be,ARG,South America,Argentina,07/01/2022,0,205825.21,31.9,11.198,18933.907,,,106575252,41221498,34643388,27997816,0.6,16.2,27.7,,,
64d29d73c7e1b733c93094bf,ARG,South America,Argentina,10/01/2022,0,213323.465,31.9,11.198,18933.907,,,109834935,41349998,34740694,30962318,0.6,16.2,27.7,,,
64d29d73c7e1b733c93094c0,ARG,South America,Argentina,01/01/2023,47,218932.676,31.9,11.198,18933.907,,,112921372,41426992,34801274,33875473,0.6,16.2,27.7,,,
64d29d73c7e1b733c93094c1,ARG,South America,Argentina,04/01/2023,0,220718.205,31.9,11.198,18933.907,,,115300730,41489151,34870380,36111228,0.6,16.2,27.7,,,
64d29d73c7e1b733c93094c2,ARG,South America,Argentina,07/01/2023,0,220718.205,31.9,11.198,18933.907,,,115870505,41499963,34887230,36654023,0.6,16.2,27.7,,,
64d29d73c7e1b733c93094c3,ARM,Asia,Armenia,04/01/2020,0,205.361,35.7,11.232,8787.58,94.043,268,,,,,1.8,1.5,52.1,,,
64d29d73c7e1b733c93094c4,ARM,Asia,Armenia,07/01/2020,10,9374.308,35.7,11.232,8787.58,94.043,1861,,,,,1.8,1.5,52.1,,,
64d29d73c7e1b733c93094c5,ARM,Asia,Armenia,10/01/2020,4,18288.262,35.7,11.232,8787.58,94.043,3450,,,,,1.8,1.5,52.1,,,
64d29d73c7e1b733c93094c6,ARM,Asia,Armenia,01/01/2021,5,57449.958,35.7,11.232,8787.58,94.043,2147,,,,,1.8,1.5,52.1,,,
64d29d73c7e1b733c93094c7,ARM,Asia,Armenia,04/01/2021,18,69677.379,35.7,11.232,8787.58,94.043,5245,,,,,1.8,1.5,52.1,,,
64d29d73c7e1b733c93094c8,ARM,Asia,Armenia,07/01/2021,3,81000.996,35.7,11.232,8787.58,94.043,3587,,,,,1.8,1.5,52.1,,,
64d29d73c7e1b733c93094c9,ARM,Asia,Armenia,10/01/2021,20,94455.546,35.7,11.232,8787.58,94.043,7426,,,,,1.8,1.5,52.1,,,
64d29d73c7e1b733c93094ca,ARM,Asia,Armenia,01/01/2022,3,124072.46,35.7,11.232,8787.58,94.043,5578,,,,,1.8,1.5,52.1,,,
64d29d73c7e1b733c93094cb,ARM,Asia,Armenia,04/01/2022,3,151967.004,35.7,11.232,8787.58,94.043,2119,,,,,1.8,1.5,52.1,,,
64d29d73c7e1b733c93094cc,ARM,Asia,Armenia,07/01/2022,0,152219.839,35.7,11.232,8787.58,94.043,,,,,,1.8,1.5,52.1,,,
64d29d73c7e1b733c93094cd,ARM,Asia,Armenia,10/01/2022,0,159104.641,35.7,11.232,8787.58,94.043,,,,,,1.8,1.5,52.1,,,
64d29d73c7e1b733c93094ce,ARM,Asia,Armenia,01/01/2023,0,160267.753,35.7,11.232,8787.58,94.043,,,,,,1.8,1.5,52.1,,,
64d29d73c7e1b733c93094cf,ARM,Asia,Armenia,04/01/2023,0,161288.443,35.7,11.232,8787.58,94.043,,,,,,1.8,1.5,52.1,,,
64d29d73c7e1b733c93094d0,ARM,Asia,Armenia,07/01/2023,0,161567.173,35.7,11.232,8787.58,94.043,,,,,,1.8,1.5,52.1,,,
64d29d73c7e1b733c93094d1,ABW,North America,Aruba,04/01/2020,0,516.631,41.2,13.085,35973.781,,,,,,,,,,,,
64d29d73c7e1b733c93094d2,ABW,North America,Aruba,07/01/2020,0,967.509,41.2,13.085,35973.781,,,,,,,,,,,,
64d29d73c7e1b733c93094d3,ABW,North America,Aruba,10/01/2020,1,36953.193,41.2,13.085,35973.781,,,,,,,,,,,,
64d29d73c7e1b733c93094d4,ABW,North America,Aruba,01/01/2021,0,51118.271,41.2,13.085,35973.781,,,,,,,,,,,,
64d29d73c7e1b733c93094d5,ABW,North America,Aruba,04/01/2021,3,88052.678,41.2,13.085,35973.781,,,,,,,,,,,,
64d29d73c7e1b733c93094d6,ABW,North America,Aruba,07/01/2021,0,104594.257,41.2,13.085,35973.781,,,127416,67890,59526,,,,,,,
64d29d73c7e1b733c93094d7,ABW,North America,Aruba,10/01/2021,0,145332.945,41.2,13.085,35973.781,,,156355,81461,74894,,,,,,,
64d29d73c7e1b733c93094d8,ABW,North America,Aruba,01/01/2022,0,185226.237,41.2,13.085,35973.781,,,,,,,,,,,,
64d29d73c7e1b733c93094d9,ABW,North America,Aruba,04/01/2022,0,319052.405,41.2,13.085,35973.781,,,,,,,,,,,,
64d29d73c7e1b733c93094da,ABW,North America,Aruba,07/01/2022,0,382475.883,41.2,13.085,35973.781,,,172049,89190,82859,,,,,,,
64d29d73c7e1b733c93094db,ABW,North America,Aruba,10/01/2022,0,405273.392,41.2,13.085,35973.781,,,,,,,,,,,,
64d29d73c7e1b733c93094dc,ABW,North America,Aruba,01/01/2023,0,411989.592,41.2,13.085,35973.781,,,,,,,,,,,,
64d29d73c7e1b733c93094dd,ABW,North America,Aruba,04/01/2023,0,414375.487,41.2,13.085,35973.781,,,,,,,,,,,,
64d29d73c7e1b733c93094de,ABW,North America,Aruba,07/01/2023,0,415183.31,41.2,13.085,35973.781,,,,,,,,,,,,
64d29d73c7e1b733c93094df,OWID_ASI,,Asia,04/01/2020,253,37.879,,,,,,,,,,,,,,,
64d29d73c7e1b733c93094e0,OWID_ASI,,Asia,07/01/2020,1120,489.616,,,,,,,,,,,,,,,
64d29d73c7e1b733c93094e1,OWID_ASI,,Asia,10/01/2020,1851,2334.349,,,,,,,,,,,,,,,
64d29d73c7e1b733c93094e2,OWID_ASI,,Asia,01/01/2021,1489,4361.724,,,,,,5632773,1130229,54,,,,,,,
64d29d73c7e1b733c93094e3,OWID_ASI,,Asia,04/01/2021,1546,6013.178,,,,,,268744659,104127134,29595134,3,,,,,,
64d29d73c7e1b733c93094e4,OWID_ASI,,Asia,07/01/2021,2532,11801.455,,,,,,1943385770,1130782839,162735820,559580,,,,,,
64d29d73c7e1b733c93094e5,OWID_ASI,,Asia,10/01/2021,1935,16056.526,,,,,,4250078520,2435841981,1736714298,19044544,,,,,,
64d29d73c7e1b733c93094e6,OWID_ASI,,Asia,01/01/2022,1113,17953.735,,,,,,6235870287,3118589026,2656358533,207937308,,,,,,
64d29d73c7e1b733c93094e7,OWID_ASI,,Asia,04/01/2022,1072,29625.979,,,,,,7751238845,3475175266,3154353875,1083591701,,,,,,
64d29d73c7e1b733c93094e8,OWID_ASI,,Asia,07/01/2022,220,32971.913,,,,,,8257912044,3560443586,3312329300,1338523091,,,,,,
64d29d73c7e1b733c93094e9,OWID_ASI,,Asia,10/01/2022,268,38909.681,,,,,,8706158067,3606770017,3387508795,1643751552,,,,,,
64d29d73c7e1b733c93094ea,OWID_ASI,,Asia,01/01/2023,4620,58648.064,,,,,,8901154510,3648236246,3404726440,1740398709,,,,,,
64d29d73c7e1b733c93094eb,OWID_ASI,,Asia,04/01/2023,81,62557.985,,,,,,9010060514,3670065980,3440132877,1786692483,,,,,,
64d29d73c7e1b733c93094ec,OWID_ASI,,Asia,07/01/2023,46,63132.632,,,,,,9060769007,3683959988,3456892546,1804980504,,,,,,
64d29d73c7e1b733c93094ed,AUS,Oceania,Australia,04/01/2020,1,179.812,37.9,15.504,44648.71,,12626,,,,,0.5,13,16.5,16.847,,
64d29d73c7e1b733c93094ee,AUS,Oceania,Australia,07/01/2020,0,299.266,37.9,15.504,44648.71,,46500,,,,,0.5,13,16.5,0.917,,
64d29d73c7e1b733c93094ef,AUS,Oceania,Australia,10/01/2020,2,1034.403,37.9,15.504,44648.71,,34046,,,,,0.5,13,16.5,1.948,,
64d29d73c7e1b733c93094f0,AUS,Oceania,Australia,01/01/2021,0,1085.936,37.9,15.504,44648.71,,43764,,,,,0.5,13,16.5,0.955,,
64d29d73c7e1b733c93094f1,AUS,Oceania,Australia,04/01/2021,0,1120.126,37.9,15.504,44648.71,,52043,823613,744369,79244,,0.5,13,16.5,3.285,,
64d29d73c7e1b733c93094f2,AUS,Oceania,Australia,07/01/2021,0,1177.924,37.9,15.504,44648.71,,115920,7927854,6201581,1726273,,0.5,13,16.5,2.789,,
64d29d73c7e1b733c93094f3,AUS,Oceania,Australia,10/01/2021,15,3978.621,37.9,15.504,44648.71,,193953,28361886,16790440,11571446,,0.5,13,16.5,56.079,,
64d29d73c7e1b733c93094f4,AUS,Oceania,Australia,01/01/2022,17,14004.709,37.9,15.504,44648.71,,255031,,,,,0.5,13,16.5,69.831,,
64d29d73c7e1b733c93094f5,AUS,Oceania,Australia,04/01/2022,30,159198.332,37.9,15.504,44648.71,,120538,56421957,22214445,21260487,12947025,0.5,13,16.5,96.343,,
